firstName,lastName,email,department,position,basicSalary,gender,phone,dateJoined
Akua,Mensah,akua.mensah.1044@thenoveltyconcepts.com,Legal,Paralegal,9273,Female,+233204303846,2021-02-27
Daniel,Quansah,daniel.quansah.1045@thenoveltyconcepts.com,IT,IT Manager,21718,Male,+233202729007,2022-10-20
Abena,Tetteh,abena.tetteh.1046@thenoveltyconcepts.com,Legal,Legal Assistant,9096,Male,+233203797074,2021-05-05
Rita,Turkson,rita.turkson.1047@thenoveltyconcepts.com,Operations,Admin Assistant,10805,Male,+233208750252,2018-01-22
Michael,Danquah,michael.danquah.1048@thenoveltyconcepts.com,Legal,Paralegal,10485,Male,+233205124402,2022-01-06
Kojo,Quansah,kojo.quansah.1049@thenoveltyconcepts.com,IT,System Administrator,7385,Male,+233206764237,2022-02-16
Abena,Appiah,abena.appiah.1050@thenoveltyconcepts.com,IT,IT Support Specialist,8285,Male,+233208889737,2022-11-14
Kwame,Appiah,kwame.appiah.1051@thenoveltyconcepts.com,HR,Benefits Coordinator,6793,Male,+233206400809,2021-04-28
Afia,Oppong,afia.oppong.1052@thenoveltyconcepts.com,Legal,Paralegal,7066,Female,+233202871879,2016-04-22
Afia,Osei,afia.osei.1053@thenoveltyconcepts.com,Marketing,Marketing Executive,8180,Female,+233201703052,2023-10-02
Akosua,Adu,akosua.adu.1054@thenoveltyconcepts.com,Finance,Financial Analyst,5905,Male,+233208878411,2016-07-02
Blessing,Boateng,blessing.boateng.1055@thenoveltyconcepts.com,IT,DevOps Engineer,3231,Male,+233206301022,2024-01-25
Yaa,Nkansah,yaa.nkansah.1056@thenoveltyconcepts.com,Operations,Facility Coordinator,10858,Male,+233201728149,2019-07-30
Maame,Tetteh,maame.tetteh.1057@thenoveltyconcepts.com,HR,HR Assistant,10633,Male,+233206853601,2019-03-03
Patricia,Quansah,patricia.quansah.1058@thenoveltyconcepts.com,Sales,Account Executive,4702,Female,+233207940497,2021-08-26
Kwesi,Kwarteng,kwesi.kwarteng.1059@thenoveltyconcepts.com,Finance,Accountant,8495,Female,+233207570811,2019-08-17
Prince,Bonsu,prince.bonsu.1060@thenoveltyconcepts.com,Sales,Sales Representative,8990,Male,+233202787618,2023-11-04
Adjoa,Tetteh,adjoa.tetteh.1061@thenoveltyconcepts.com,Operations,Admin Assistant,9431,Male,+233208867786,2020-02-05
Kwame,Nkansah,kwame.nkansah.1062@thenoveltyconcepts.com,Finance,Auditor,7296,Male,+233209603353,2016-04-15
Ebenezer,Baah,ebenezer.baah.1063@thenoveltyconcepts.com,Finance,Auditor,4809,Male,+233209939330,2022-12-08
Kwesi,Donkor,kwesi.donkor.1064@thenoveltyconcepts.com,Sales,Business Development Assoc.,8411,Male,+233202889947,2021-10-06
Abena,Kwarteng,abena.kwarteng.1065@thenoveltyconcepts.com,Operations,Admin Assistant,6456,Female,+233201419475,2016-07-13
Yaw,Nkansah,yaw.nkansah.1066@thenoveltyconcepts.com,IT,QA Analyst,4791,Female,+233209684477,2025-07-03
Akua,Asare,akua.asare.1067@thenoveltyconcepts.com,Marketing,Content Creator,4181,Female,+233209686263,2016-12-24
Kwesi,Adu,kwesi.adu.1068@thenoveltyconcepts.com,HR,HR Assistant,7847,Female,+233201822334,2018-08-02
Gifty,Mensah,gifty.mensah.1069@thenoveltyconcepts.com,IT,System Administrator,9414,Male,+233206130067,2021-05-22
Yaw,Bonsu,yaw.bonsu.1070@thenoveltyconcepts.com,Marketing,Content Creator,5108,Male,+233206448576,2020-10-18
Sampson,Nkansah,sampson.nkansah.1071@thenoveltyconcepts.com,Marketing,Marketing Executive,8581,Male,+233206448358,2017-01-15
Kwame,Quansah,kwame.quansah.1072@thenoveltyconcepts.com,IT,DevOps Engineer,3077,Male,+233201194600,2017-09-10
Kwesi,Gyamfi,kwesi.gyamfi.1073@thenoveltyconcepts.com,Marketing,Marketing Executive,3775,Male,+233207503122,2019-09-12
Adjoa,Kwarteng,adjoa.kwarteng.1074@thenoveltyconcepts.com,Operations,Operations Officer,6566,Female,+233203887483,2024-08-31
Rita,Baah,rita.baah.1075@thenoveltyconcepts.com,Finance,Accountant,9516,Female,+233202672679,2017-01-12
Gifty,Appiah,gifty.appiah.1076@thenoveltyconcepts.com,Marketing,Social Media Manager,4163,Female,+233205199792,2024-12-23
Samuel,Mensah,samuel.mensah.1077@thenoveltyconcepts.com,Marketing,Content Creator,4429,Female,+233207718095,2024-05-18
Rita,Osei,rita.osei.1078@thenoveltyconcepts.com,Finance,Financial Analyst,8624,Female,+233209123049,2016-11-22
Prince,Baah,prince.baah.1079@thenoveltyconcepts.com,Operations,Logistics Coordinator,8973,Male,+233207934282,2018-04-06
Kwame,Acheampong,kwame.acheampong.1080@thenoveltyconcepts.com,Legal,Compliance Officer,8960,Male,+233205525736,2022-01-01
Abigail,Mensah,abigail.mensah.1081@thenoveltyconcepts.com,HR,Benefits Coordinator,6540,Female,+233207652842,2019-12-18
Kwame,Amankwah,kwame.amankwah.1082@thenoveltyconcepts.com,Marketing,Marketing Executive,7541,Female,+233206844773,2022-12-17
Abigail,Appiah,abigail.appiah.1083@thenoveltyconcepts.com,Legal,Legal Assistant,6726,Female,+233203077815,2016-05-21
Michael,Annan,michael.annan.1084@thenoveltyconcepts.com,Finance,Payroll Clerk,6122,Male,+233205175741,2024-06-29
Prince,Boateng,prince.boateng.1085@thenoveltyconcepts.com,Operations,Logistics Coordinator,10397,Female,+233209043631,2025-04-29
Akua,Osei,akua.osei.1086@thenoveltyconcepts.com,Operations,Logistics Coordinator,10842,Male,+233208154814,2021-04-20
Yaa,Mensah,yaa.mensah.1087@thenoveltyconcepts.com,Legal,Paralegal,3543,Female,+233203972894,2025-01-26
Samuel,Gyamfi,samuel.gyamfi.1088@thenoveltyconcepts.com,Legal,Paralegal,3286,Male,+233206094021,2017-08-03
Ama,Mensah,ama.mensah.1089@thenoveltyconcepts.com,IT,QA Analyst,4499,Female,+233204205563,2020-11-14
Prince,Kwarteng,prince.kwarteng.1090@thenoveltyconcepts.com,Sales,Business Development Assoc.,7043,Female,+233207653736,2025-05-20
Patricia,Boateng,patricia.boateng.1091@thenoveltyconcepts.com,Marketing,Social Media Manager,7357,Male,+233201736660,2022-05-12
Abigail,Gyamfi,abigail.gyamfi.1092@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,4642,Male,+233201193022,2018-07-28
Kojo,Frimpong,kojo.frimpong.1093@thenoveltyconcepts.com,Sales,Account Executive,4316,Male,+233208354869,2020-06-06
Blessing,Owusu,blessing.owusu.1094@thenoveltyconcepts.com,Finance,Payroll Clerk,8443,Female,+233203425329,2016-01-19
Yaa,Tetteh,yaa.tetteh.1095@thenoveltyconcepts.com,IT,IT Manager,14247,Female,+233208214662,2020-01-30
Kofi,Donkor,kofi.donkor.1096@thenoveltyconcepts.com,Legal,Compliance Officer,8229,Female,+233204766832,2016-11-21
Akosua,Boateng,akosua.boateng.1097@thenoveltyconcepts.com,Legal,Legal Assistant,10897,Male,+233204813285,2017-10-08
Adjoa,Acheampong,adjoa.acheampong.1098@thenoveltyconcepts.com,Operations,Operations Officer,6521,Female,+233204359343,2018-04-03
Kow,Donkor,kow.donkor.1099@thenoveltyconcepts.com,Sales,Sales Representative,6404,Male,+233201360611,2021-03-09
Kojo,Danquah,kojo.danquah.1100@thenoveltyconcepts.com,Legal,Paralegal,10472,Female,+233201069431,2019-06-19
Abena,Adu,abena.adu.1101@thenoveltyconcepts.com,Finance,Financial Analyst,3264,Male,+233204795897,2024-11-25
Kwaku,Adu,kwaku.adu.1102@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,3761,Female,+233203390674,2018-03-01
Kwesi,Appiah,kwesi.appiah.1103@thenoveltyconcepts.com,Legal,Paralegal,8625,Male,+233203584399,2025-03-29
Ebenezer,Frimpong,ebenezer.frimpong.1104@thenoveltyconcepts.com,Legal,Paralegal,8934,Female,+233202601455,2021-07-27
Kwesi,Bonsu,kwesi.bonsu.1105@thenoveltyconcepts.com,Sales,Account Executive,4035,Female,+233209249386,2023-10-18
Sampson,Owusu,sampson.owusu.1106@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,4031,Female,+233209915534,2020-05-24
Kwesi,Asare,kwesi.asare.1107@thenoveltyconcepts.com,Finance,Auditor,9064,Female,+233201876932,2022-08-28
Adjoa,Danquah,adjoa.danquah.1108@thenoveltyconcepts.com,HR,HR Manager,23581,Female,+233202003140,2020-12-10
Akosua,Acheampong,akosua.acheampong.1109@thenoveltyconcepts.com,Sales,Business Development Assoc.,10850,Male,+233209865626,2020-12-28
Kojo,Sarpong,kojo.sarpong.1110@thenoveltyconcepts.com,HR,Benefits Coordinator,7781,Female,+233209709952,2019-02-14
Ebenezer,Mensah,ebenezer.mensah.1111@thenoveltyconcepts.com,Sales,Account Executive,8640,Female,+233205212981,2017-05-02
Rita,Tetteh,rita.tetteh.1112@thenoveltyconcepts.com,Legal,Legal Assistant,10537,Female,+233201903527,2022-12-17
Patricia,Kwarteng,patricia.kwarteng.1113@thenoveltyconcepts.com,Marketing,Marketing Executive,4129,Male,+233201575974,2019-09-24
Nana,Tetteh,nana.tetteh.1114@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,10855,Male,+233207045284,2022-07-06
Gifty,Yiadom,gifty.yiadom.1115@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,6319,Male,+233202026189,2022-06-11
Maame,Boateng,maame.boateng.1116@thenoveltyconcepts.com,Finance,Payroll Clerk,5763,Male,+233201883754,2024-08-08
Patricia,Danquah,patricia.danquah.1117@thenoveltyconcepts.com,Finance,Payroll Clerk,6745,Female,+233202567296,2025-07-20
Patricia,Kwarteng,patricia.kwarteng.1118@thenoveltyconcepts.com,Marketing,Content Creator,5934,Male,+233207287958,2022-07-05
Sampson,Owusu,sampson.owusu.1119@thenoveltyconcepts.com,Finance,Finance Manager,12973,Male,+233201035624,2022-11-19
Afia,Osei,afia.osei.1120@thenoveltyconcepts.com,Operations,Facility Coordinator,5431,Male,+233204898678,2016-07-21
Ama,Baah,ama.baah.1121@thenoveltyconcepts.com,Finance,Auditor,9134,Male,+233201071993,2024-07-19
Kwame,Sarpong,kwame.sarpong.1122@thenoveltyconcepts.com,Legal,Legal Assistant,3886,Female,+233208015694,2017-02-05
Emmanuel,Quansah,emmanuel.quansah.1123@thenoveltyconcepts.com,IT,System Administrator,5590,Male,+233201404495,2016-12-27
Patricia,Gyamfi,patricia.gyamfi.1124@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,3881,Male,+233202005921,2021-01-03
Kwesi,Annan,kwesi.annan.1125@thenoveltyconcepts.com,Marketing,Marketing Executive,5927,Female,+233206928572,2022-05-04
Kow,Osei,kow.osei.1126@thenoveltyconcepts.com,HR,HR Assistant,7532,Male,+233205737108,2016-04-04
Abigail,Frimpong,abigail.frimpong.1127@thenoveltyconcepts.com,IT,System Administrator,10202,Female,+233208690838,2019-10-01
Adjoa,Boateng,adjoa.boateng.1128@thenoveltyconcepts.com,HR,HR Assistant,5242,Female,+233206192895,2016-01-13
Patricia,Owusu,patricia.owusu.1129@thenoveltyconcepts.com,Legal,Paralegal,6010,Female,+233203066700,2020-11-08
Ebenezer,Boateng,ebenezer.boateng.1130@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,5703,Female,+233207648768,2019-02-06
Abigail,Annan,abigail.annan.1131@thenoveltyconcepts.com,Finance,Payroll Clerk,3788,Female,+233206064277,2016-08-15
Maame,Donkor,maame.donkor.1132@thenoveltyconcepts.com,Operations,Admin Assistant,8526,Female,+233204305916,2016-09-26
Akosua,Osei,akosua.osei.1133@thenoveltyconcepts.com,Sales,Account Executive,5013,Male,+233208745886,2020-01-06
Akua,Oppong,akua.oppong.1134@thenoveltyconcepts.com,Sales,Sales Representative,7874,Female,+233207341686,2017-10-03
Abigail,Boateng,abigail.boateng.1135@thenoveltyconcepts.com,Legal,Paralegal,3775,Female,+233201495267,2017-03-17
Kofi,Asare,kofi.asare.1136@thenoveltyconcepts.com,HR,Benefits Coordinator,7421,Male,+233206961971,2017-11-22
Afia,Amankwah,afia.amankwah.1137@thenoveltyconcepts.com,Finance,Payroll Clerk,4707,Male,+233201045086,2020-05-28
Adjoa,Appiah,adjoa.appiah.1138@thenoveltyconcepts.com,Marketing,Content Creator,5816,Male,+233203644650,2016-08-23
Patricia,Acheampong,patricia.acheampong.1139@thenoveltyconcepts.com,IT,QA Analyst,10017,Female,+233202527145,2023-05-03
Nana,Asare,nana.asare.1140@thenoveltyconcepts.com,Finance,Accountant,4033,Female,+233202546815,2020-10-18
Samuel,Turkson,samuel.turkson.1141@thenoveltyconcepts.com,Operations,Admin Assistant,5628,Male,+233201994663,2018-04-22
Abigail,Boateng,abigail.boateng.1142@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,8103,Female,+233203630482,2016-02-23
Blessing,Appiah,blessing.appiah.1143@thenoveltyconcepts.com,HR,HR Manager,17106,Female,+233206469250,2022-02-07
Akosua,Acheampong,akosua.acheampong.1144@thenoveltyconcepts.com,IT,QA Analyst,7967,Male,+233201717363,2025-02-15
Kojo,Donkor,kojo.donkor.1145@thenoveltyconcepts.com,HR,Benefits Coordinator,8955,Male,+233208921899,2024-05-07
Patricia,Yiadom,patricia.yiadom.1146@thenoveltyconcepts.com,Marketing,SEO Specialist,6122,Male,+233203090319,2022-12-20
Ama,Quansah,ama.quansah.1147@thenoveltyconcepts.com,Legal,Paralegal,8975,Female,+233205450296,2018-08-11
Ebenezer,Sarpong,ebenezer.sarpong.1148@thenoveltyconcepts.com,Marketing,SEO Specialist,8503,Male,+233206576284,2020-07-25
Akua,Danquah,akua.danquah.1149@thenoveltyconcepts.com,Sales,Account Executive,4990,Female,+233205273218,2019-05-17
Kojo,Turkson,kojo.turkson.1150@thenoveltyconcepts.com,Sales,Business Development Assoc.,4165,Female,+233205665071,2024-10-08
Michael,Adjei,michael.adjei.1151@thenoveltyconcepts.com,Finance,Payroll Clerk,8788,Female,+233205829273,2021-08-25
Maame,Mensah,maame.mensah.1152@thenoveltyconcepts.com,Operations,Facility Coordinator,4877,Male,+233206929858,2023-03-22
Maame,Turkson,maame.turkson.1153@thenoveltyconcepts.com,HR,Benefits Coordinator,7368,Female,+233205344285,2024-07-08
Akosua,Donkor,akosua.donkor.1154@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,8078,Male,+233201264564,2016-11-02
Adjoa,Turkson,adjoa.turkson.1155@thenoveltyconcepts.com,Finance,Accountant,8445,Male,+233205814337,2020-03-29
Gifty,Frimpong,gifty.frimpong.1156@thenoveltyconcepts.com,HR,Benefits Coordinator,7159,Female,+233207152705,2020-02-11
Ama,Kwarteng,ama.kwarteng.1157@thenoveltyconcepts.com,Legal,Legal Assistant,9905,Male,+233203640656,2024-05-30
Nana,Kwarteng,nana.kwarteng.1158@thenoveltyconcepts.com,HR,HR Officer,6724,Male,+233207026753,2020-05-23
Patricia,Frimpong,patricia.frimpong.1159@thenoveltyconcepts.com,Operations,Logistics Coordinator,3204,Male,+233209065362,2017-05-14
Patricia,Oppong,patricia.oppong.1160@thenoveltyconcepts.com,IT,DevOps Engineer,4641,Male,+233205147665,2021-02-26
Yaa,Owusu,yaa.owusu.1161@thenoveltyconcepts.com,Operations,Operations Manager,19555,Male,+233206594193,2025-01-03
Adjoa,Turkson,adjoa.turkson.1162@thenoveltyconcepts.com,Sales,Account Executive,4079,Male,+233203859250,2025-10-16
Kojo,Boateng,kojo.boateng.1163@thenoveltyconcepts.com,Legal,Paralegal,4926,Female,+233204978081,2025-05-01
Ebenezer,Bonsu,ebenezer.bonsu.1164@thenoveltyconcepts.com,Sales,Account Executive,7907,Female,+233201796989,2023-05-04
Akosua,Danquah,akosua.danquah.1165@thenoveltyconcepts.com,IT,IT Support Specialist,4740,Female,+233209222953,2021-01-30
Ebenezer,Yiadom,ebenezer.yiadom.1166@thenoveltyconcepts.com,HR,HR Manager,22048,Male,+233201831870,2019-01-12
Kwesi,Asare,kwesi.asare.1167@thenoveltyconcepts.com,Finance,Financial Analyst,6884,Male,+233206469190,2016-03-09
Ama,Turkson,ama.turkson.1168@thenoveltyconcepts.com,IT,IT Support Specialist,7965,Female,+233209993433,2017-12-25
Emmanuel,Nkansah,emmanuel.nkansah.1169@thenoveltyconcepts.com,Marketing,SEO Specialist,10252,Female,+233201610542,2023-07-25
Patricia,Turkson,patricia.turkson.1170@thenoveltyconcepts.com,Operations,Facility Coordinator,3039,Male,+233202852425,2025-09-07
Gifty,Boateng,gifty.boateng.1171@thenoveltyconcepts.com,IT,IT Support Specialist,5282,Female,+233209739230,2018-03-30
Maame,Annan,maame.annan.1172@thenoveltyconcepts.com,Legal,Compliance Officer,9201,Male,+233205064650,2022-03-13
Kwame,Danquah,kwame.danquah.1173@thenoveltyconcepts.com,Sales,Business Development Assoc.,7956,Male,+233208445315,2023-09-28
Kwesi,Asare,kwesi.asare.1174@thenoveltyconcepts.com,Legal,Paralegal,6160,Female,+233204731115,2025-05-22
Akosua,Adu,akosua.adu.1175@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,3285,Female,+233206340669,2023-07-27
Kwaku,Baah,kwaku.baah.1176@thenoveltyconcepts.com,IT,DevOps Engineer,8002,Female,+233203257207,2018-06-03
Akua,Frimpong,akua.frimpong.1177@thenoveltyconcepts.com,Sales,Sales Representative,9829,Female,+233202848619,2019-04-27
Maame,Amankwah,maame.amankwah.1178@thenoveltyconcepts.com,HR,HR Officer,4363,Female,+233201393654,2018-06-08
Gifty,Donkor,gifty.donkor.1179@thenoveltyconcepts.com,Marketing,Content Creator,7993,Male,+233203530535,2023-05-13
Blessing,Tetteh,blessing.tetteh.1180@thenoveltyconcepts.com,Sales,Business Development Assoc.,3055,Male,+233205756922,2018-12-12
Patricia,Boateng,patricia.boateng.1181@thenoveltyconcepts.com,Marketing,Social Media Manager,6184,Female,+233208651355,2021-08-24
Akosua,Gyamfi,akosua.gyamfi.1182@thenoveltyconcepts.com,IT,IT Support Specialist,10012,Male,+233208259598,2023-10-28
Daniel,Asare,daniel.asare.1183@thenoveltyconcepts.com,Marketing,SEO Specialist,4805,Female,+233202377810,2022-02-21
Samuel,Boateng,samuel.boateng.1184@thenoveltyconcepts.com,Operations,Operations Officer,7617,Female,+233205595365,2020-10-02
Emmanuel,Bonsu,emmanuel.bonsu.1185@thenoveltyconcepts.com,HR,HR Officer,3121,Female,+233204093570,2020-12-15
Blessing,Danquah,blessing.danquah.1186@thenoveltyconcepts.com,IT,IT Manager,13011,Female,+233208281160,2020-12-24
Nana,Acheampong,nana.acheampong.1187@thenoveltyconcepts.com,HR,Benefits Coordinator,10600,Female,+233201278565,2018-09-10
Abena,Gyamfi,abena.gyamfi.1188@thenoveltyconcepts.com,HR,HR Officer,7237,Female,+233209819356,2025-10-31
Kwaku,Danquah,kwaku.danquah.1189@thenoveltyconcepts.com,Marketing,Content Creator,4423,Male,+233204475701,2018-03-25
Abena,Turkson,abena.turkson.1190@thenoveltyconcepts.com,HR,HR Officer,3924,Male,+233208254934,2017-08-21
Prince,Yeboah,prince.yeboah.1191@thenoveltyconcepts.com,Finance,Auditor,4242,Male,+233209244965,2024-06-30
Patricia,Acheampong,patricia.acheampong.1192@thenoveltyconcepts.com,HR,HR Officer,6189,Male,+233202239287,2022-04-30
Isaac,Turkson,isaac.turkson.1193@thenoveltyconcepts.com,Finance,Financial Analyst,6113,Female,+233203167260,2025-12-12
Kwaku,Annan,kwaku.annan.1194@thenoveltyconcepts.com,Finance,Financial Analyst,4292,Male,+233208807909,2017-10-09
Ebenezer,Tetteh,ebenezer.tetteh.1195@thenoveltyconcepts.com,HR,HR Officer,10522,Female,+233201022490,2021-08-13
Abigail,Mensah,abigail.mensah.1196@thenoveltyconcepts.com,HR,Benefits Coordinator,7775,Male,+233201157242,2024-09-25
Nana,Frimpong,nana.frimpong.1197@thenoveltyconcepts.com,Sales,Business Development Assoc.,4985,Female,+233206038735,2020-02-19
Emmanuel,Danquah,emmanuel.danquah.1198@thenoveltyconcepts.com,Legal,Paralegal,5191,Male,+233204464088,2021-07-02
Abena,Donkor,abena.donkor.1199@thenoveltyconcepts.com,Operations,Facility Coordinator,10525,Male,+233203920853,2016-07-04
Ama,Annan,ama.annan.1200@thenoveltyconcepts.com,IT,IT Support Specialist,3783,Female,+233204481362,2018-06-19
Kofi,Frimpong,kofi.frimpong.1201@thenoveltyconcepts.com,Sales,Account Executive,10443,Male,+233207340260,2025-08-09
Emmanuel,Osei,emmanuel.osei.1202@thenoveltyconcepts.com,Legal,Legal Assistant,9078,Female,+233208596896,2020-01-06
Rita,Asare,rita.asare.1203@thenoveltyconcepts.com,IT,System Administrator,3621,Female,+233205868363,2022-02-01
Emmanuel,Turkson,emmanuel.turkson.1204@thenoveltyconcepts.com,Finance,Payroll Clerk,9222,Male,+233207536956,2024-02-10
Akosua,Annan,akosua.annan.1205@thenoveltyconcepts.com,Marketing,Marketing Manager,19991,Male,+233204892226,2020-06-11
Akosua,Acheampong,akosua.acheampong.1206@thenoveltyconcepts.com,Sales,Account Executive,7967,Male,+233206098021,2017-11-23
Emmanuel,Danquah,emmanuel.danquah.1207@thenoveltyconcepts.com,Marketing,Marketing Executive,10606,Male,+233202547242,2017-10-23
Maame,Donkor,maame.donkor.1208@thenoveltyconcepts.com,Sales,Account Executive,8025,Male,+233206502067,2022-03-13
Rita,Tetteh,rita.tetteh.1209@thenoveltyconcepts.com,Operations,Operations Manager,14110,Female,+233205905581,2020-02-22
Kwame,Nkansah,kwame.nkansah.1210@thenoveltyconcepts.com,HR,HR Officer,10883,Male,+233205323537,2025-12-04
Akua,Owusu,akua.owusu.1211@thenoveltyconcepts.com,Legal,Compliance Officer,10449,Male,+233206034357,2016-12-20
Afia,Adjei,afia.adjei.1212@thenoveltyconcepts.com,IT,System Administrator,8605,Male,+233205893747,2020-08-05
Kwame,Yiadom,kwame.yiadom.1213@thenoveltyconcepts.com,Sales,Sales Representative,4081,Female,+233202598570,2021-06-23
Yaw,Adu,yaw.adu.1214@thenoveltyconcepts.com,IT,System Administrator,10788,Male,+233207114844,2023-09-23
Patricia,Nkansah,patricia.nkansah.1215@thenoveltyconcepts.com,IT,System Administrator,3528,Female,+233208460847,2024-11-11
Kwame,Donkor,kwame.donkor.1216@thenoveltyconcepts.com,Marketing,Content Creator,9452,Female,+233202008435,2021-11-01
Prince,Adu,prince.adu.1217@thenoveltyconcepts.com,Sales,Sales Representative,10175,Female,+233205213060,2021-04-02
Emmanuel,Quansah,emmanuel.quansah.1218@thenoveltyconcepts.com,Finance,Auditor,10515,Male,+233206613058,2023-07-07
Kwesi,Annan,kwesi.annan.1219@thenoveltyconcepts.com,Operations,Operations Officer,9597,Male,+233205429652,2023-02-17
Yaw,Quansah,yaw.quansah.1220@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,6345,Female,+233206175454,2017-01-17
Kofi,Sarpong,kofi.sarpong.1221@thenoveltyconcepts.com,Finance,Accountant,4894,Female,+233209954722,2020-12-18
Maame,Gyamfi,maame.gyamfi.1222@thenoveltyconcepts.com,Marketing,Social Media Manager,8319,Female,+233204538205,2025-09-29
Daniel,Kwarteng,daniel.kwarteng.1223@thenoveltyconcepts.com,Sales,Business Development Assoc.,8509,Female,+233201701025,2025-01-09
Michael,Adjei,michael.adjei.1224@thenoveltyconcepts.com,Operations,Operations Officer,4853,Female,+233205582196,2021-10-04
Patricia,Danquah,patricia.danquah.1225@thenoveltyconcepts.com,Finance,Finance Manager,24610,Female,+233209408355,2020-03-09
Rita,Yeboah,rita.yeboah.1226@thenoveltyconcepts.com,IT,Software Engineer,3479,Female,+233208790991,2022-08-26
Gifty,Nkansah,gifty.nkansah.1227@thenoveltyconcepts.com,Marketing,Social Media Manager,5809,Male,+233207578270,2025-09-09
Rita,Mensah,rita.mensah.1228@thenoveltyconcepts.com,Operations,Facility Coordinator,9520,Female,+233201742666,2020-01-16
Yaa,Owusu,yaa.owusu.1229@thenoveltyconcepts.com,Operations,Logistics Coordinator,4027,Female,+233209353222,2025-11-28
Patricia,Bonsu,patricia.bonsu.1230@thenoveltyconcepts.com,Marketing,Content Creator,10653,Male,+233203887291,2017-10-02
Abena,Turkson,abena.turkson.1231@thenoveltyconcepts.com,Sales,Sales Representative,7671,Male,+233202229808,2023-08-24
Nana,Donkor,nana.donkor.1232@thenoveltyconcepts.com,Finance,Payroll Clerk,5182,Female,+233205580858,2016-02-01
Samuel,Kwarteng,samuel.kwarteng.1233@thenoveltyconcepts.com,IT,DevOps Engineer,5374,Male,+233202400725,2024-10-16
Prince,Adu,prince.adu.1234@thenoveltyconcepts.com,Finance,Finance Manager,24341,Male,+233209801289,2018-10-25
Rita,Donkor,rita.donkor.1235@thenoveltyconcepts.com,Sales,Business Development Assoc.,6950,Male,+233209264684,2020-04-23
Samuel,Gyamfi,samuel.gyamfi.1236@thenoveltyconcepts.com,Sales,Business Development Assoc.,3886,Male,+233209095526,2016-10-03
Emmanuel,Mensah,emmanuel.mensah.1237@thenoveltyconcepts.com,Finance,Accountant,4879,Male,+233203406051,2020-06-28
Kwesi,Tetteh,kwesi.tetteh.1238@thenoveltyconcepts.com,Marketing,SEO Specialist,4583,Female,+233204446158,2025-06-10
Yaw,Nkansah,yaw.nkansah.1239@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,3465,Male,+233204077189,2019-10-21
Prince,Boateng,prince.boateng.1240@thenoveltyconcepts.com,Sales,Business Development Assoc.,7502,Male,+233205519030,2019-11-03
Akua,Bonsu,akua.bonsu.1241@thenoveltyconcepts.com,Marketing,Social Media Manager,5152,Male,+233204818112,2025-11-20
Akua,Turkson,akua.turkson.1242@thenoveltyconcepts.com,Operations,Operations Officer,4241,Male,+233203278378,2018-08-11
Kofi,Amankwah,kofi.amankwah.1243@thenoveltyconcepts.com,Sales,Sales Representative,10553,Female,+233206495767,2019-10-16
Yaw,Kwarteng,yaw.kwarteng.1244@thenoveltyconcepts.com,Finance,Financial Analyst,8988,Male,+233208211203,2020-09-17
Kwaku,Frimpong,kwaku.frimpong.1245@thenoveltyconcepts.com,Sales,Account Executive,8753,Female,+233206406549,2024-04-30
Akua,Osei,akua.osei.1246@thenoveltyconcepts.com,Marketing,Content Creator,4400,Female,+233202610908,2018-07-02
Ama,Bonsu,ama.bonsu.1247@thenoveltyconcepts.com,IT,QA Analyst,7828,Female,+233209902191,2019-02-12
Kojo,Tetteh,kojo.tetteh.1248@thenoveltyconcepts.com,Finance,Head of Finance,16653,Male,+233209810663,2025-10-27
Isaac,Owusu,isaac.owusu.1249@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9168,Male,+233207321726,2021-07-11
Blessing,Boateng,blessing.boateng.1250@thenoveltyconcepts.com,Sales,Business Development Assoc.,10776,Female,+233206354184,2018-09-10
Maame,Baah,maame.baah.1251@thenoveltyconcepts.com,IT,DevOps Engineer,7542,Female,+233205862324,2025-05-20
Afia,Acheampong,afia.acheampong.1252@thenoveltyconcepts.com,Operations,Admin Assistant,9990,Male,+233208209006,2025-04-09
Prince,Mensah,prince.mensah.1253@thenoveltyconcepts.com,Finance,Payroll Clerk,10267,Male,+233208623642,2024-05-10
Daniel,Gyamfi,daniel.gyamfi.1254@thenoveltyconcepts.com,Finance,Accountant,4185,Male,+233207244166,2024-12-30
Rita,Amankwah,rita.amankwah.1255@thenoveltyconcepts.com,Operations,Operations Officer,5376,Male,+233207788334,2018-06-03
Kwame,Acheampong,kwame.acheampong.1256@thenoveltyconcepts.com,Sales,Business Development Assoc.,7094,Male,+233201821332,2022-07-17
Kwesi,Frimpong,kwesi.frimpong.1257@thenoveltyconcepts.com,Operations,Admin Assistant,10949,Female,+233209566626,2023-03-24
