email,title,description,status,progress
kwesi.adjei.715@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwesi.adjei.715@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwesi.adjei.715@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,51
michael.nkansah.1789@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
samuel.nkansah.1558@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
akosua.frimpong.649@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akosua.frimpong.649@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
emmanuel.turkson.1204@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
isaac.baah.1666@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
isaac.baah.1666@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,90
ebenezer.gyamfi.324@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
ebenezer.gyamfi.324@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,11
akua.owusu.360@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
akua.owusu.360@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akosua.oppong.1879@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
akua.boateng.1473@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
akua.boateng.1473@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,54
akua.boateng.1473@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
prince.annan.1644@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akua.bonsu.729@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,35
akua.bonsu.729@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
isaac.quansah.1598@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
isaac.quansah.1598@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,86
isaac.quansah.1598@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kow.asare.1848@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kow.asare.1848@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
abigail.owusu.814@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
abigail.owusu.814@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,65
abigail.owusu.814@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
akua.adjei.826@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
akua.adjei.826@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kojo.boateng.1658@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kojo.boateng.1658@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,24
kojo.boateng.1658@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
abena.owusu.140@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
abena.owusu.140@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,82
kow.asare.540@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kow.asare.540@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kow.asare.540@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
gifty.appiah.1076@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
michael.yeboah.1463@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
michael.yeboah.1463@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
nana.yiadom.1826@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
nana.yiadom.1826@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,83
nana.yiadom.1826@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
gifty.amankwah.1760@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
prince.danquah.78@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
daniel.gyamfi.1019@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
daniel.gyamfi.1019@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
adjoa.amankwah.1525@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,39
adjoa.amankwah.1525@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kwame.adu.971@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwame.adu.971@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,48
kwame.adu.971@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
akosua.annan.1205@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
akosua.annan.1205@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kojo.baah.901@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,74
kojo.baah.901@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kojo.baah.901@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,42
sampson.nkansah.1726@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,56
sampson.nkansah.1726@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
sampson.nkansah.1726@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
emmanuel.adjei.641@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
emmanuel.adjei.641@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,38
maame.bonsu.1843@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
maame.bonsu.1843@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abena.boateng.414@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abena.boateng.414@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,40
abena.boateng.414@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
akua.turkson.620@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
emmanuel.turkson.846@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
patricia.acheampong.626@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
adjoa.sarpong.1961@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
daniel.kwarteng.993@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
sampson.annan.250@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
samuel.boateng.84@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
samuel.boateng.84@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
yaw.appiah.513@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,84
yaw.appiah.513@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,63
sampson.amankwah.1412@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
sampson.amankwah.1412@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kow.acheampong.1337@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,21
kow.acheampong.1337@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kow.acheampong.1337@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kofi.owusu.1712@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,18
kofi.owusu.1712@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,84
kofi.owusu.1712@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
samuel.mensah.1077@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
samuel.mensah.1077@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,25
samuel.mensah.1077@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
isaac.sarpong.247@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
gifty.owusu.320@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
gifty.owusu.320@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
daniel.adu.1933@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
daniel.adu.1933@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.adu.1933@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,80
abena.boateng.1536@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kwaku.turkson.149@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwaku.turkson.149@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,58
kwaku.turkson.149@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
akosua.kwarteng.1938@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
akosua.kwarteng.1938@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
akosua.kwarteng.1938@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,83
akosua.owusu.1801@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,20
akosua.owusu.1801@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
isaac.annan.806@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
isaac.annan.806@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
gifty.yeboah.1966@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
gifty.yeboah.1966@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
gifty.yeboah.1966@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,14
akosua.sarpong.595@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
akosua.sarpong.595@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,49
akosua.sarpong.595@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
sampson.bonsu.592@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
sampson.bonsu.592@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
sampson.bonsu.592@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,34
nana.mensah.265@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,18
nana.mensah.265@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
nana.mensah.265@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
prince.yiadom.1578@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,58
prince.yiadom.1578@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
prince.yiadom.1578@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,31
blessing.boateng.18@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
blessing.boateng.18@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
blessing.boateng.18@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
daniel.amankwah.1864@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
daniel.amankwah.1864@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.amankwah.1864@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
adjoa.sarpong.798@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
adjoa.sarpong.798@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
yaw.mensah.1954@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kwame.annan.982@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,49
kwame.annan.982@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
isaac.gyamfi.1631@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
isaac.gyamfi.1631@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
isaac.gyamfi.1631@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,71
maame.osei.1359@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
maame.osei.1359@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
ebenezer.kwarteng.375@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
blessing.gyamfi.1962@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
isaac.baah.1899@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
akua.danquah.537@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
akua.danquah.537@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
akua.danquah.537@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
yaw.sarpong.945@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,12
blessing.adu.1585@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
blessing.adu.1585@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
blessing.adu.1585@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kofi.amankwah.1243@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kofi.amankwah.1243@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kofi.amankwah.1243@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
michael.owusu.455@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
michael.owusu.455@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
akua.turkson.1242@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,77
akua.turkson.1242@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,70
akua.turkson.1242@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
akosua.yeboah.783@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,28
akosua.yeboah.783@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
akosua.yeboah.783@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
sampson.owusu.1119@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,61
sampson.owusu.1119@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
patricia.sarpong.853@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
ebenezer.bonsu.399@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
ebenezer.bonsu.399@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
ebenezer.bonsu.399@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
daniel.annan.1450@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
daniel.annan.1450@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,45
kow.annan.1499@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kow.annan.1499@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
akosua.danquah.1526@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
akosua.danquah.1526@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,56
daniel.donkor.21@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
daniel.donkor.21@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
patricia.owusu.1023@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
patricia.owusu.1023@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
patricia.owusu.1023@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
samuel.amankwah.809@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
blessing.mensah.1444@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
blessing.mensah.1444@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
rita.acheampong.1493@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
rita.acheampong.1493@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
rita.acheampong.1493@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
afia.adjei.190@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,27
afia.adjei.190@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
afia.adjei.190@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,81
isaac.frimpong.1380@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
abigail.boateng.1943@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abigail.boateng.1943@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abigail.boateng.1943@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
isaac.osei.752@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
yaa.frimpong.1901@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
yaa.frimpong.1901@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
yaa.frimpong.1901@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
maame.donkor.1132@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
samuel.oppong.188@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
samuel.oppong.188@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kow.amankwah.1680@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kow.amankwah.1680@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kow.amankwah.1680@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,36
rita.oppong.954@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
rita.oppong.954@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
yaa.annan.34@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,77
yaa.annan.34@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,85
michael.mensah.1898@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
nana.danquah.1819@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
nana.danquah.1819@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
afia.mensah.372@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,65
afia.mensah.372@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
afia.mensah.372@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
abena.appiah.1388@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
daniel.yiadom.1616@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
daniel.yiadom.1616@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
rita.yeboah.1492@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
rita.yeboah.1492@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
rita.yeboah.1492@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwaku.baah.1749@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
maame.yiadom.675@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
maame.yiadom.675@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
maame.yiadom.675@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
akua.tetteh.859@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,36
abigail.quansah.1625@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
abigail.quansah.1625@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
adjoa.yiadom.996@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
emmanuel.nkansah.559@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,60
emmanuel.nkansah.559@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
emmanuel.nkansah.559@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
rita.kwarteng.492@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
ebenezer.asare.1733@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
ebenezer.asare.1733@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
nana.gyamfi.803@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
abena.kwarteng.421@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
patricia.sarpong.1554@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
patricia.sarpong.1554@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,83
patricia.turkson.1170@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
patricia.turkson.1170@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
patricia.turkson.1170@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,43
isaac.nkansah.1460@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,60
kojo.quansah.1338@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
abena.donkor.875@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abena.donkor.875@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
abena.donkor.875@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
yaa.baah.897@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
blessing.danquah.301@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,74
akosua.sarpong.141@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
akosua.sarpong.141@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kow.danquah.1565@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
nana.annan.1709@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
nana.annan.1709@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,12
emmanuel.tetteh.1657@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
yaa.tetteh.1095@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,52
kwesi.adu.1557@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
yaa.boateng.1931@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
yaa.boateng.1931@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
yaa.boateng.1931@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
nana.acheampong.1187@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
nana.acheampong.1187@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
