email,leaveType,daysAllocated,year,daysUsed
abigail.boateng.1142@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
abigail.boateng.1142@thenoveltyconcepts.com,Casual Leave,6,2026,0
abigail.boateng.1142@thenoveltyconcepts.com,Study Leave,11,2026,0
abigail.boateng.1142@thenoveltyconcepts.com,Maternity Leave,60,2026,0
blessing.appiah.1143@thenoveltyconcepts.com,Annual Leave,17,2026,4
blessing.appiah.1143@thenoveltyconcepts.com,Sick Leave,14,2026,0
blessing.appiah.1143@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
blessing.appiah.1143@thenoveltyconcepts.com,Casual Leave,7,2026,2
blessing.appiah.1143@thenoveltyconcepts.com,Study Leave,12,2026,0
blessing.appiah.1143@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Annual Leave,28,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Sick Leave,18,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Casual Leave,7,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Study Leave,14,2026,0
akosua.acheampong.1144@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Annual Leave,26,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Sick Leave,14,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Casual Leave,6,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Study Leave,14,2026,0
kojo.donkor.1145@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Annual Leave,24,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Sick Leave,18,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Casual Leave,10,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Study Leave,15,2026,0
patricia.yiadom.1146@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Annual Leave,28,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Sick Leave,21,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Casual Leave,8,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Study Leave,20,2026,0
ama.quansah.1147@thenoveltyconcepts.com,Maternity Leave,60,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Annual Leave,28,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Sick Leave,14,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Casual Leave,7,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Study Leave,18,2026,0
ebenezer.sarpong.1148@thenoveltyconcepts.com,Paternity Leave,5,2026,0
akua.danquah.1149@thenoveltyconcepts.com,Annual Leave,30,2026,5
akua.danquah.1149@thenoveltyconcepts.com,Sick Leave,18,2026,0
akua.danquah.1149@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
akua.danquah.1149@thenoveltyconcepts.com,Casual Leave,10,2026,0
akua.danquah.1149@thenoveltyconcepts.com,Study Leave,13,2026,0
akua.danquah.1149@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kojo.turkson.1150@thenoveltyconcepts.com,Annual Leave,15,2026,2
kojo.turkson.1150@thenoveltyconcepts.com,Sick Leave,19,2026,0
kojo.turkson.1150@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
kojo.turkson.1150@thenoveltyconcepts.com,Casual Leave,8,2026,0
kojo.turkson.1150@thenoveltyconcepts.com,Study Leave,17,2026,0
kojo.turkson.1150@thenoveltyconcepts.com,Maternity Leave,60,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Annual Leave,16,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Sick Leave,20,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Casual Leave,10,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Study Leave,17,2026,0
michael.adjei.1151@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.mensah.1152@thenoveltyconcepts.com,Annual Leave,16,2026,6
maame.mensah.1152@thenoveltyconcepts.com,Sick Leave,18,2026,0
maame.mensah.1152@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
maame.mensah.1152@thenoveltyconcepts.com,Casual Leave,10,2026,0
maame.mensah.1152@thenoveltyconcepts.com,Study Leave,14,2026,0
maame.mensah.1152@thenoveltyconcepts.com,Paternity Leave,5,2026,0
maame.turkson.1153@thenoveltyconcepts.com,Annual Leave,17,2026,4
maame.turkson.1153@thenoveltyconcepts.com,Sick Leave,17,2026,0
maame.turkson.1153@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
maame.turkson.1153@thenoveltyconcepts.com,Casual Leave,5,2026,0
maame.turkson.1153@thenoveltyconcepts.com,Study Leave,20,2026,0
maame.turkson.1153@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.donkor.1154@thenoveltyconcepts.com,Annual Leave,18,2026,8
akosua.donkor.1154@thenoveltyconcepts.com,Sick Leave,16,2026,0
akosua.donkor.1154@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
akosua.donkor.1154@thenoveltyconcepts.com,Casual Leave,10,2026,0
akosua.donkor.1154@thenoveltyconcepts.com,Study Leave,19,2026,0
akosua.donkor.1154@thenoveltyconcepts.com,Paternity Leave,5,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Annual Leave,25,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Sick Leave,16,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Casual Leave,6,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Study Leave,15,2026,0
adjoa.turkson.1155@thenoveltyconcepts.com,Paternity Leave,5,2026,0
gifty.frimpong.1156@thenoveltyconcepts.com,Annual Leave,15,2026,1
gifty.frimpong.1156@thenoveltyconcepts.com,Sick Leave,17,2026,1
gifty.frimpong.1156@thenoveltyconcepts.com,Compassionate Leave,5,2026,2
gifty.frimpong.1156@thenoveltyconcepts.com,Casual Leave,7,2026,0
gifty.frimpong.1156@thenoveltyconcepts.com,Study Leave,18,2026,3
gifty.frimpong.1156@thenoveltyconcepts.com,Maternity Leave,60,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Annual Leave,22,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Sick Leave,17,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Casual Leave,5,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Study Leave,14,2026,0
ama.kwarteng.1157@thenoveltyconcepts.com,Paternity Leave,5,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Annual Leave,21,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Sick Leave,15,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Casual Leave,9,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Study Leave,14,2026,0
nana.kwarteng.1158@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.frimpong.1159@thenoveltyconcepts.com,Annual Leave,20,2026,9
patricia.frimpong.1159@thenoveltyconcepts.com,Sick Leave,14,2026,0
patricia.frimpong.1159@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
patricia.frimpong.1159@thenoveltyconcepts.com,Casual Leave,6,2026,0
patricia.frimpong.1159@thenoveltyconcepts.com,Study Leave,15,2026,2
patricia.frimpong.1159@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Annual Leave,19,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Sick Leave,17,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Casual Leave,7,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Study Leave,12,2026,0
patricia.oppong.1160@thenoveltyconcepts.com,Paternity Leave,5,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Annual Leave,15,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Sick Leave,21,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Casual Leave,6,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Study Leave,20,2026,0
yaa.owusu.1161@thenoveltyconcepts.com,Paternity Leave,5,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Annual Leave,29,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Sick Leave,21,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Casual Leave,5,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Study Leave,12,2026,0
adjoa.turkson.1162@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Annual Leave,15,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Sick Leave,18,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Casual Leave,8,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Study Leave,12,2026,0
kojo.boateng.1163@thenoveltyconcepts.com,Maternity Leave,60,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Annual Leave,30,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Sick Leave,17,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Casual Leave,8,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Study Leave,13,2026,0
ebenezer.bonsu.1164@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Annual Leave,24,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Sick Leave,15,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Casual Leave,6,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Study Leave,10,2026,0
akosua.danquah.1165@thenoveltyconcepts.com,Maternity Leave,60,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Annual Leave,22,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Sick Leave,17,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Casual Leave,10,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Study Leave,12,2026,0
ebenezer.yiadom.1166@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Annual Leave,24,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Casual Leave,9,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Study Leave,18,2026,0
kwesi.asare.1167@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Annual Leave,28,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Sick Leave,16,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Casual Leave,8,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Study Leave,16,2026,0
ama.turkson.1168@thenoveltyconcepts.com,Maternity Leave,60,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Annual Leave,21,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Sick Leave,21,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Casual Leave,5,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Study Leave,14,2026,0
emmanuel.nkansah.1169@thenoveltyconcepts.com,Maternity Leave,60,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Annual Leave,21,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Sick Leave,21,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Casual Leave,7,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Study Leave,16,2026,0
patricia.turkson.1170@thenoveltyconcepts.com,Paternity Leave,5,2026,0
gifty.boateng.1171@thenoveltyconcepts.com,Annual Leave,17,2026,2
gifty.boateng.1171@thenoveltyconcepts.com,Sick Leave,15,2026,0
gifty.boateng.1171@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
gifty.boateng.1171@thenoveltyconcepts.com,Casual Leave,6,2026,0
gifty.boateng.1171@thenoveltyconcepts.com,Study Leave,10,2026,0
gifty.boateng.1171@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.annan.1172@thenoveltyconcepts.com,Annual Leave,29,2026,3
maame.annan.1172@thenoveltyconcepts.com,Sick Leave,18,2026,0
maame.annan.1172@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
maame.annan.1172@thenoveltyconcepts.com,Casual Leave,6,2026,0
maame.annan.1172@thenoveltyconcepts.com,Study Leave,11,2026,0
maame.annan.1172@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwame.danquah.1173@thenoveltyconcepts.com,Annual Leave,29,2026,9
kwame.danquah.1173@thenoveltyconcepts.com,Sick Leave,21,2026,1
kwame.danquah.1173@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
kwame.danquah.1173@thenoveltyconcepts.com,Casual Leave,10,2026,0
kwame.danquah.1173@thenoveltyconcepts.com,Study Leave,10,2026,1
kwame.danquah.1173@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwesi.asare.1174@thenoveltyconcepts.com,Annual Leave,25,2026,9
kwesi.asare.1174@thenoveltyconcepts.com,Sick Leave,20,2026,0
kwesi.asare.1174@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
kwesi.asare.1174@thenoveltyconcepts.com,Casual Leave,8,2026,0
kwesi.asare.1174@thenoveltyconcepts.com,Study Leave,20,2026,0
kwesi.asare.1174@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Annual Leave,25,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Sick Leave,19,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Casual Leave,7,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Study Leave,15,2026,0
akosua.adu.1175@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.baah.1176@thenoveltyconcepts.com,Annual Leave,24,2026,10
kwaku.baah.1176@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwaku.baah.1176@thenoveltyconcepts.com,Compassionate Leave,8,2026,1
kwaku.baah.1176@thenoveltyconcepts.com,Casual Leave,5,2026,0
kwaku.baah.1176@thenoveltyconcepts.com,Study Leave,15,2026,0
kwaku.baah.1176@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Annual Leave,17,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Sick Leave,15,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Casual Leave,8,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Study Leave,19,2026,0
akua.frimpong.1177@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Annual Leave,27,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Sick Leave,21,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Casual Leave,6,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Study Leave,12,2026,0
maame.amankwah.1178@thenoveltyconcepts.com,Maternity Leave,60,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Annual Leave,19,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Sick Leave,17,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Casual Leave,10,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Study Leave,14,2026,0
gifty.donkor.1179@thenoveltyconcepts.com,Paternity Leave,5,2026,0
blessing.tetteh.1180@thenoveltyconcepts.com,Annual Leave,24,2026,3
blessing.tetteh.1180@thenoveltyconcepts.com,Sick Leave,16,2026,2
blessing.tetteh.1180@thenoveltyconcepts.com,Compassionate Leave,7,2026,3
blessing.tetteh.1180@thenoveltyconcepts.com,Casual Leave,7,2026,0
blessing.tetteh.1180@thenoveltyconcepts.com,Study Leave,11,2026,0
blessing.tetteh.1180@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Annual Leave,27,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Sick Leave,17,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Casual Leave,8,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Study Leave,18,2026,0
patricia.boateng.1181@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Annual Leave,18,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Sick Leave,14,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Casual Leave,9,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Study Leave,11,2026,0
akosua.gyamfi.1182@thenoveltyconcepts.com,Paternity Leave,5,2026,0
daniel.asare.1183@thenoveltyconcepts.com,Annual Leave,23,2026,5
daniel.asare.1183@thenoveltyconcepts.com,Sick Leave,14,2026,1
daniel.asare.1183@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
daniel.asare.1183@thenoveltyconcepts.com,Casual Leave,10,2026,0
daniel.asare.1183@thenoveltyconcepts.com,Study Leave,11,2026,0
daniel.asare.1183@thenoveltyconcepts.com,Maternity Leave,60,2026,0
samuel.boateng.1184@thenoveltyconcepts.com,Annual Leave,17,2026,7
samuel.boateng.1184@thenoveltyconcepts.com,Sick Leave,15,2026,0
samuel.boateng.1184@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
samuel.boateng.1184@thenoveltyconcepts.com,Casual Leave,5,2026,0
samuel.boateng.1184@thenoveltyconcepts.com,Study Leave,19,2026,0
samuel.boateng.1184@thenoveltyconcepts.com,Maternity Leave,60,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Annual Leave,18,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Sick Leave,17,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Casual Leave,6,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Study Leave,13,2026,0
emmanuel.bonsu.1185@thenoveltyconcepts.com,Maternity Leave,60,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Annual Leave,16,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Sick Leave,16,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Casual Leave,5,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Study Leave,11,2026,0
blessing.danquah.1186@thenoveltyconcepts.com,Maternity Leave,60,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Annual Leave,30,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Sick Leave,17,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Casual Leave,7,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Study Leave,13,2026,0
nana.acheampong.1187@thenoveltyconcepts.com,Maternity Leave,60,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Annual Leave,20,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Sick Leave,17,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Casual Leave,5,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Study Leave,11,2026,0
abena.gyamfi.1188@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Annual Leave,22,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Sick Leave,18,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Casual Leave,8,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Study Leave,15,2026,0
kwaku.danquah.1189@thenoveltyconcepts.com,Paternity Leave,5,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Annual Leave,20,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Sick Leave,14,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Casual Leave,9,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Study Leave,17,2026,0
abena.turkson.1190@thenoveltyconcepts.com,Paternity Leave,5,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Annual Leave,28,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Sick Leave,15,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Casual Leave,10,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Study Leave,15,2026,0
prince.yeboah.1191@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Annual Leave,30,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Sick Leave,19,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Casual Leave,6,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Study Leave,13,2026,0
patricia.acheampong.1192@thenoveltyconcepts.com,Paternity Leave,5,2026,0
isaac.turkson.1193@thenoveltyconcepts.com,Annual Leave,28,2026,6
isaac.turkson.1193@thenoveltyconcepts.com,Sick Leave,18,2026,0
isaac.turkson.1193@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
isaac.turkson.1193@thenoveltyconcepts.com,Casual Leave,6,2026,0
isaac.turkson.1193@thenoveltyconcepts.com,Study Leave,10,2026,0
isaac.turkson.1193@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.annan.1194@thenoveltyconcepts.com,Annual Leave,15,2026,3
kwaku.annan.1194@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwaku.annan.1194@thenoveltyconcepts.com,Compassionate Leave,8,2026,1
kwaku.annan.1194@thenoveltyconcepts.com,Casual Leave,9,2026,0
kwaku.annan.1194@thenoveltyconcepts.com,Study Leave,16,2026,0
kwaku.annan.1194@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Annual Leave,28,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Sick Leave,16,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Casual Leave,6,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Study Leave,18,2026,0
ebenezer.tetteh.1195@thenoveltyconcepts.com,Maternity Leave,60,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Annual Leave,19,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Sick Leave,19,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Casual Leave,9,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Study Leave,14,2026,0
abigail.mensah.1196@thenoveltyconcepts.com,Paternity Leave,5,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Annual Leave,29,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Sick Leave,15,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Casual Leave,6,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Study Leave,16,2026,0
nana.frimpong.1197@thenoveltyconcepts.com,Maternity Leave,60,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Annual Leave,21,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Sick Leave,16,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Casual Leave,10,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Study Leave,16,2026,0
emmanuel.danquah.1198@thenoveltyconcepts.com,Paternity Leave,5,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Annual Leave,22,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Sick Leave,21,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Casual Leave,8,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Study Leave,16,2026,0
abena.donkor.1199@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ama.annan.1200@thenoveltyconcepts.com,Annual Leave,25,2026,5
ama.annan.1200@thenoveltyconcepts.com,Sick Leave,16,2026,0
ama.annan.1200@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
ama.annan.1200@thenoveltyconcepts.com,Casual Leave,5,2026,0
ama.annan.1200@thenoveltyconcepts.com,Study Leave,11,2026,0
ama.annan.1200@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Annual Leave,25,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Sick Leave,21,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Casual Leave,10,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Study Leave,11,2026,0
kofi.frimpong.1201@thenoveltyconcepts.com,Paternity Leave,5,2026,0
emmanuel.osei.1202@thenoveltyconcepts.com,Annual Leave,17,2026,2
emmanuel.osei.1202@thenoveltyconcepts.com,Sick Leave,18,2026,0
emmanuel.osei.1202@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
