email,name,issuer,issueDate,url
kwaku.frimpong.1245@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2024-08-21,https://certs.provider.com/verify/71172
kofi.oppong.1857@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-01-03,https://certs.provider.com/verify/57544
kofi.oppong.1857@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-05-30,https://certs.provider.com/verify/15886
emmanuel.bonsu.1185@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-11-14,https://certs.provider.com/verify/92621
emmanuel.bonsu.1185@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2024-12-05,https://certs.provider.com/verify/59549
sampson.appiah.1507@thenoveltyconcepts.com,Google Cloud Architect,Google,2025-12-05,https://certs.provider.com/verify/55471
kow.baah.490@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-06-03,https://certs.provider.com/verify/60868
afia.tetteh.321@thenoveltyconcepts.com,CPA,Professional Institute,2024-03-09,https://certs.provider.com/verify/24193
afia.tetteh.321@thenoveltyconcepts.com,Excel Expert,Professional Institute,2023-09-04,https://certs.provider.com/verify/71055
blessing.appiah.118@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-05-26,https://certs.provider.com/verify/82331
blessing.appiah.118@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-09-19,https://certs.provider.com/verify/81359
yaw.quansah.1220@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-02-03,https://certs.provider.com/verify/87863
yaw.quansah.1220@thenoveltyconcepts.com,PHR,HRCI,2024-08-07,https://certs.provider.com/verify/98125
akua.sarpong.1743@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-09-18,https://certs.provider.com/verify/74157
akua.sarpong.1743@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-06-17,https://certs.provider.com/verify/82346
patricia.amankwah.1764@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-02-06,https://certs.provider.com/verify/14911
patricia.amankwah.1764@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-04-01,https://certs.provider.com/verify/76430
kwesi.frimpong.1257@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-07-05,https://certs.provider.com/verify/46147
kwesi.frimpong.1257@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-04-23,https://certs.provider.com/verify/25537
maame.adjei.748@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-07-12,https://certs.provider.com/verify/18306
maame.adjei.748@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-03-21,https://certs.provider.com/verify/33121
prince.frimpong.1462@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-11-30,https://certs.provider.com/verify/60702
kofi.gyamfi.138@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-08-27,https://certs.provider.com/verify/82782
kofi.gyamfi.138@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-06-09,https://certs.provider.com/verify/62939
daniel.kwarteng.681@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-09-29,https://certs.provider.com/verify/85435
daniel.kwarteng.681@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-12-24,https://certs.provider.com/verify/59076
ebenezer.sarpong.1820@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-03-09,https://certs.provider.com/verify/39779
maame.tetteh.776@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-12-30,https://certs.provider.com/verify/97397
maame.tetteh.776@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-12-24,https://certs.provider.com/verify/51617
prince.amankwah.185@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-10-30,https://certs.provider.com/verify/31450
prince.amankwah.185@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-06-22,https://certs.provider.com/verify/94868
maame.osei.1761@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-03-02,https://certs.provider.com/verify/41397
blessing.adu.465@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2023-05-20,https://certs.provider.com/verify/43641
kwame.nkansah.1333@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-05-22,https://certs.provider.com/verify/62051
adjoa.boateng.177@thenoveltyconcepts.com,ACCA,Professional Institute,2024-07-06,https://certs.provider.com/verify/88890
adjoa.boateng.177@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-10-07,https://certs.provider.com/verify/28114
yaa.annan.651@thenoveltyconcepts.com,ACCA,Professional Institute,2025-03-25,https://certs.provider.com/verify/96808
abigail.owusu.614@thenoveltyconcepts.com,Google Analytics,Professional Institute,2023-05-19,https://certs.provider.com/verify/12214
emmanuel.danquah.1207@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-02-02,https://certs.provider.com/verify/53878
kwame.donkor.1291@thenoveltyconcepts.com,ACCA,Professional Institute,2024-05-12,https://certs.provider.com/verify/72010
rita.donkor.823@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-12-07,https://certs.provider.com/verify/62129
rita.acheampong.86@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-07-28,https://certs.provider.com/verify/20214
abena.appiah.1050@thenoveltyconcepts.com,React Nanodegree,Udacity,2024-12-28,https://certs.provider.com/verify/60822
abena.appiah.1050@thenoveltyconcepts.com,AWS Certified Developer,AWS,2024-02-26,https://certs.provider.com/verify/79217
prince.yeboah.1191@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-08-06,https://certs.provider.com/verify/67666
prince.yeboah.1191@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-08-03,https://certs.provider.com/verify/91886
prince.baah.1079@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-09-22,https://certs.provider.com/verify/68895
prince.baah.1079@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-07-18,https://certs.provider.com/verify/34337
ama.appiah.1778@thenoveltyconcepts.com,AWS Certified Developer,AWS,2025-04-19,https://certs.provider.com/verify/25308
kwame.annan.498@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2023-08-26,https://certs.provider.com/verify/38371
gifty.sarpong.1779@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-10-07,https://certs.provider.com/verify/91149
yaw.nkansah.1239@thenoveltyconcepts.com,PHR,HRCI,2024-03-14,https://certs.provider.com/verify/76089
michael.osei.371@thenoveltyconcepts.com,AWS Certified Developer,AWS,2024-12-01,https://certs.provider.com/verify/19352
michael.osei.371@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-10-29,https://certs.provider.com/verify/14825
akosua.oppong.1880@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-03-02,https://certs.provider.com/verify/81385
akosua.oppong.1880@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-02-15,https://certs.provider.com/verify/71557
samuel.asare.1791@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-09-10,https://certs.provider.com/verify/82064
kow.sarpong.364@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-05-28,https://certs.provider.com/verify/20551
kow.sarpong.364@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-10-20,https://certs.provider.com/verify/71464
ebenezer.kwarteng.1542@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-08-24,https://certs.provider.com/verify/61591
gifty.yeboah.1966@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-06-24,https://certs.provider.com/verify/68602
ebenezer.adjei.795@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-05-19,https://certs.provider.com/verify/38286
ebenezer.adjei.795@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-08-11,https://certs.provider.com/verify/70740
kow.turkson.351@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-11-26,https://certs.provider.com/verify/73050
kwaku.bonsu.927@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-07-25,https://certs.provider.com/verify/54222
kwaku.bonsu.927@thenoveltyconcepts.com,ACCA,Professional Institute,2025-06-25,https://certs.provider.com/verify/17892
abena.oppong.1727@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-08-27,https://certs.provider.com/verify/22700
abena.oppong.1727@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-10-14,https://certs.provider.com/verify/57134
afia.yiadom.280@thenoveltyconcepts.com,React Nanodegree,Udacity,2024-06-14,https://certs.provider.com/verify/55336
afia.yiadom.280@thenoveltyconcepts.com,Google Cloud Architect,Google,2024-08-18,https://certs.provider.com/verify/91858
yaa.baah.897@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-09-08,https://certs.provider.com/verify/19811
yaa.baah.897@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-08-19,https://certs.provider.com/verify/68833
daniel.yiadom.1385@thenoveltyconcepts.com,AWS Certified Developer,AWS,2023-07-16,https://certs.provider.com/verify/70702
michael.mensah.1431@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-08-10,https://certs.provider.com/verify/36846
adjoa.danquah.1994@thenoveltyconcepts.com,CPA,Professional Institute,2025-08-16,https://certs.provider.com/verify/29243
adjoa.danquah.1994@thenoveltyconcepts.com,ACCA,Professional Institute,2024-08-02,https://certs.provider.com/verify/41068
daniel.tetteh.1422@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-09-26,https://certs.provider.com/verify/78329
ebenezer.amankwah.1477@thenoveltyconcepts.com,PHR,HRCI,2023-10-10,https://certs.provider.com/verify/13432
ebenezer.amankwah.1477@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-03-15,https://certs.provider.com/verify/97690
michael.turkson.27@thenoveltyconcepts.com,React Nanodegree,Udacity,2025-04-06,https://certs.provider.com/verify/77965
maame.boateng.837@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-03-03,https://certs.provider.com/verify/57703
maame.boateng.837@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-08-30,https://certs.provider.com/verify/66420
kow.oppong.1024@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-06-23,https://certs.provider.com/verify/33077
kow.oppong.1024@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-02-05,https://certs.provider.com/verify/99735
patricia.bonsu.1621@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-10-05,https://certs.provider.com/verify/69227
samuel.oppong.188@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-06-16,https://certs.provider.com/verify/25060
samuel.oppong.188@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-09-21,https://certs.provider.com/verify/23933
maame.kwarteng.697@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-08-09,https://certs.provider.com/verify/18273
samuel.amankwah.809@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-08-12,https://certs.provider.com/verify/23829
samuel.amankwah.809@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-01-02,https://certs.provider.com/verify/33865
maame.bonsu.944@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-02-24,https://certs.provider.com/verify/86279
maame.bonsu.944@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2023-11-24,https://certs.provider.com/verify/12035
emmanuel.tetteh.1657@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2023-08-07,https://certs.provider.com/verify/37622
emmanuel.tetteh.1657@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-12-04,https://certs.provider.com/verify/73953
blessing.amankwah.1510@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-05-27,https://certs.provider.com/verify/12785
ama.tetteh.502@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2023-06-12,https://certs.provider.com/verify/74385
ama.tetteh.502@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-03-08,https://certs.provider.com/verify/20859
kwesi.danquah.102@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-06-28,https://certs.provider.com/verify/91866
abena.boateng.414@thenoveltyconcepts.com,Excel Expert,Professional Institute,2023-12-28,https://certs.provider.com/verify/87404
kow.kwarteng.133@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-08-10,https://certs.provider.com/verify/44779
kow.kwarteng.133@thenoveltyconcepts.com,ACCA,Professional Institute,2023-06-24,https://certs.provider.com/verify/18200
isaac.mensah.1772@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-04-24,https://certs.provider.com/verify/71960
isaac.mensah.1772@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-03-12,https://certs.provider.com/verify/52458
kofi.adu.71@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-11-12,https://certs.provider.com/verify/96671
kofi.adu.71@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-11-24,https://certs.provider.com/verify/41052
abena.danquah.481@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-12-04,https://certs.provider.com/verify/53691
abena.danquah.481@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-06-03,https://certs.provider.com/verify/52069
kwaku.gyamfi.370@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-10-17,https://certs.provider.com/verify/41491
prince.adu.1341@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-04-10,https://certs.provider.com/verify/61459
prince.adu.1341@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-10-30,https://certs.provider.com/verify/71288
yaw.acheampong.985@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-12-18,https://certs.provider.com/verify/13714
kow.oppong.1001@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-10-28,https://certs.provider.com/verify/44939
kojo.gyamfi.1280@thenoveltyconcepts.com,CPA,Professional Institute,2025-09-08,https://certs.provider.com/verify/89790
kojo.gyamfi.1280@thenoveltyconcepts.com,ACCA,Professional Institute,2023-04-10,https://certs.provider.com/verify/72503
yaa.annan.784@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-06-08,https://certs.provider.com/verify/32565
yaa.annan.784@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-08-18,https://certs.provider.com/verify/10395
akosua.turkson.1484@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-11-13,https://certs.provider.com/verify/40761
akosua.turkson.1484@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-08-07,https://certs.provider.com/verify/48771
akosua.sarpong.1564@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-08-18,https://certs.provider.com/verify/47849
akosua.sarpong.1564@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-06-07,https://certs.provider.com/verify/59407
gifty.sarpong.1915@thenoveltyconcepts.com,PHR,HRCI,2025-11-29,https://certs.provider.com/verify/22090
gifty.sarpong.1915@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-05-01,https://certs.provider.com/verify/55679
kwame.annan.982@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-06-06,https://certs.provider.com/verify/29933
kwame.annan.982@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-05-03,https://certs.provider.com/verify/39397
yaa.sarpong.44@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-04-30,https://certs.provider.com/verify/77341
yaa.sarpong.44@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-12-19,https://certs.provider.com/verify/12938
akua.boateng.597@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-04-10,https://certs.provider.com/verify/54591
kow.frimpong.916@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-07-11,https://certs.provider.com/verify/51833
kow.frimpong.916@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-11-18,https://certs.provider.com/verify/99293
akosua.kwarteng.31@thenoveltyconcepts.com,PHR,HRCI,2024-12-13,https://certs.provider.com/verify/69472
yaw.acheampong.1372@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-01-09,https://certs.provider.com/verify/97892
afia.osei.95@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-01-30,https://certs.provider.com/verify/74044
afia.osei.95@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2023-09-06,https://certs.provider.com/verify/89653
adjoa.appiah.1963@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2024-08-10,https://certs.provider.com/verify/76962
abigail.yeboah.924@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-03-14,https://certs.provider.com/verify/40670
adjoa.appiah.1265@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-11-30,https://certs.provider.com/verify/30186
adjoa.appiah.1265@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-12-24,https://certs.provider.com/verify/69318
daniel.owusu.834@thenoveltyconcepts.com,ACCA,Professional Institute,2023-07-30,https://certs.provider.com/verify/67438
samuel.danquah.909@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-10-18,https://certs.provider.com/verify/99829
kofi.donkor.478@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-05-02,https://certs.provider.com/verify/27248
kofi.donkor.478@thenoveltyconcepts.com,PHR,HRCI,2024-02-09,https://certs.provider.com/verify/17854
yaw.sarpong.392@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-08-01,https://certs.provider.com/verify/42335
yaw.sarpong.392@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-02-04,https://certs.provider.com/verify/14095
akua.turkson.770@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-01-26,https://certs.provider.com/verify/10103
kow.nkansah.391@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-04-11,https://certs.provider.com/verify/88382
daniel.donkor.21@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-10-13,https://certs.provider.com/verify/26320
gifty.mensah.42@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2025-10-16,https://certs.provider.com/verify/90598
daniel.owusu.1309@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-05-25,https://certs.provider.com/verify/76006
daniel.owusu.1309@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-05-04,https://certs.provider.com/verify/81582
nana.amankwah.143@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-05-08,https://certs.provider.com/verify/58126
prince.baah.733@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-12-12,https://certs.provider.com/verify/70405
patricia.kwarteng.827@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-01-28,https://certs.provider.com/verify/22360
kwesi.donkor.1947@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-12-27,https://certs.provider.com/verify/56463
yaa.bonsu.274@thenoveltyconcepts.com,CPA,Professional Institute,2023-11-29,https://certs.provider.com/verify/98438
yaa.bonsu.274@thenoveltyconcepts.com,ACCA,Professional Institute,2024-09-20,https://certs.provider.com/verify/24772
prince.nkansah.1768@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-06-21,https://certs.provider.com/verify/19361
prince.nkansah.1768@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2025-05-28,https://certs.provider.com/verify/72114
rita.kwarteng.1688@thenoveltyconcepts.com,PHR,HRCI,2023-09-06,https://certs.provider.com/verify/66320
blessing.boateng.18@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-03-07,https://certs.provider.com/verify/46958
blessing.boateng.18@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-12-20,https://certs.provider.com/verify/53180
yaa.appiah.1464@thenoveltyconcepts.com,React Nanodegree,Udacity,2025-06-29,https://certs.provider.com/verify/29213
kow.gyamfi.1378@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-03-29,https://certs.provider.com/verify/47348
yaw.kwarteng.1690@thenoveltyconcepts.com,PHR,HRCI,2024-07-13,https://certs.provider.com/verify/31688
michael.adu.1569@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-05-17,https://certs.provider.com/verify/74358
michael.adu.1569@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-03-13,https://certs.provider.com/verify/53355
kow.acheampong.172@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-10-08,https://certs.provider.com/verify/85927
kow.acheampong.172@thenoveltyconcepts.com,PHR,HRCI,2024-04-28,https://certs.provider.com/verify/25509
rita.tetteh.1209@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-05-18,https://certs.provider.com/verify/46407
rita.tetteh.1209@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-07-09,https://certs.provider.com/verify/27582
kwaku.adu.950@thenoveltyconcepts.com,ACCA,Professional Institute,2024-06-14,https://certs.provider.com/verify/19669
abena.frimpong.578@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-06-10,https://certs.provider.com/verify/62650
abena.frimpong.578@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-09-29,https://certs.provider.com/verify/47157
michael.adu.1343@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-05-29,https://certs.provider.com/verify/95723
maame.asare.818@thenoveltyconcepts.com,AWS Certified Developer,AWS,2025-09-21,https://certs.provider.com/verify/51226
maame.asare.818@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2025-10-21,https://certs.provider.com/verify/81252
sampson.gyamfi.1305@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-04-23,https://certs.provider.com/verify/53191
nana.kwarteng.300@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-07-19,https://certs.provider.com/verify/80919
patricia.yeboah.547@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-05-11,https://certs.provider.com/verify/93266
adjoa.appiah.1138@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-03-11,https://certs.provider.com/verify/54171
adjoa.appiah.1138@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2025-07-24,https://certs.provider.com/verify/66071
kow.tetteh.1264@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2025-06-29,https://certs.provider.com/verify/55645
isaac.turkson.1193@thenoveltyconcepts.com,CPA,Professional Institute,2023-05-14,https://certs.provider.com/verify/55631
isaac.turkson.1193@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-11-30,https://certs.provider.com/verify/82995
maame.turkson.96@thenoveltyconcepts.com,React Nanodegree,Udacity,2025-08-22,https://certs.provider.com/verify/79522
afia.oppong.1052@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-12-11,https://certs.provider.com/verify/17737
adjoa.donkor.688@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-03-27,https://certs.provider.com/verify/83473
afia.amankwah.1137@thenoveltyconcepts.com,CPA,Professional Institute,2025-02-03,https://certs.provider.com/verify/49766
afia.amankwah.1137@thenoveltyconcepts.com,ACCA,Professional Institute,2025-09-10,https://certs.provider.com/verify/67731
emmanuel.appiah.1782@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-11-21,https://certs.provider.com/verify/64014
emmanuel.appiah.1782@thenoveltyconcepts.com,PHR,HRCI,2025-08-05,https://certs.provider.com/verify/50497
kwesi.frimpong.1459@thenoveltyconcepts.com,PHR,HRCI,2024-06-17,https://certs.provider.com/verify/49313
abigail.tetteh.854@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2023-09-12,https://certs.provider.com/verify/55599
abigail.tetteh.854@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-11-15,https://certs.provider.com/verify/40119
kofi.danquah.494@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2023-12-25,https://certs.provider.com/verify/82104
samuel.gyamfi.1236@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-08-31,https://certs.provider.com/verify/30969
samuel.gyamfi.1236@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-12-13,https://certs.provider.com/verify/43058
kwesi.mensah.137@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-09-07,https://certs.provider.com/verify/27857
prince.donkor.774@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-03-09,https://certs.provider.com/verify/75852
prince.donkor.774@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2023-11-18,https://certs.provider.com/verify/16292
isaac.mensah.1809@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-10-08,https://certs.provider.com/verify/16554
blessing.tetteh.171@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-01-18,https://certs.provider.com/verify/74582
blessing.tetteh.171@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-03-28,https://certs.provider.com/verify/62929
kwaku.baah.1176@thenoveltyconcepts.com,AWS Certified Developer,AWS,2025-07-27,https://certs.provider.com/verify/25513
kwaku.baah.1176@thenoveltyconcepts.com,Google Cloud Architect,Google,2025-07-02,https://certs.provider.com/verify/54675
michael.oppong.1489@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-05-31,https://certs.provider.com/verify/87273
michael.oppong.1489@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-04-25,https://certs.provider.com/verify/20110
emmanuel.oppong.1849@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2025-03-29,https://certs.provider.com/verify/32167
nana.sarpong.1443@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-03-14,https://certs.provider.com/verify/53393
maame.quansah.804@thenoveltyconcepts.com,CPA,Professional Institute,2025-02-06,https://certs.provider.com/verify/22161
maame.quansah.804@thenoveltyconcepts.com,ACCA,Professional Institute,2024-11-25,https://certs.provider.com/verify/73908
samuel.danquah.217@thenoveltyconcepts.com,CPA,Professional Institute,2025-05-05,https://certs.provider.com/verify/20117
samuel.danquah.217@thenoveltyconcepts.com,ACCA,Professional Institute,2023-05-14,https://certs.provider.com/verify/75395
nana.amankwah.1317@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-01-20,https://certs.provider.com/verify/98264
maame.annan.1005@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-05-17,https://certs.provider.com/verify/82601
adjoa.boateng.1128@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-06-29,https://certs.provider.com/verify/42675
prince.osei.1718@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-08-20,https://certs.provider.com/verify/51565
isaac.turkson.730@thenoveltyconcepts.com,PHR,HRCI,2025-04-29,https://certs.provider.com/verify/11989
isaac.turkson.730@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2024-07-03,https://certs.provider.com/verify/81871
gifty.yiadom.1613@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-04-28,https://certs.provider.com/verify/31218
kwaku.owusu.51@thenoveltyconcepts.com,CPA,Professional Institute,2025-04-30,https://certs.provider.com/verify/17320
kwaku.owusu.51@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-01-27,https://certs.provider.com/verify/57409
isaac.frimpong.41@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-01-30,https://certs.provider.com/verify/45292
akosua.donkor.1632@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-03-19,https://certs.provider.com/verify/35308
akosua.donkor.1632@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2024-02-08,https://certs.provider.com/verify/59492
